GLOTTOCODE,longitude,latitude,LID,autotyp.language,glottolog.language.x,subarea,area,continent,continent.revised,area.revised,continent.change,area.change,glottolog.stock,ISO.g,glottolog.language.y
tung1293,135.551,-3.37462,0,,Tunggare,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Geelvink Bay [geel1240],trt,Tunggare [tung1293][trt]
tuni1249,10.0335,36.4956,0,,Tunisian Sign Language,,N Africa,Africa,Africa,N Africa,0,0,Sign Language [sign1238],tse,Tunisian Sign Language [tuni1249][tse]
tuni1251,18.2059,9.42506,0,,Tunia,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],tug,Tunia [tuni1251][tug]
tuni1252,-91,32.67,386,Tunica,Tunica,,E North America,E N America,E N America,E North America,0,0,Tunica [tuni1252][tun],tun,Tunica [tuni1252][tun]
tuni1259,10.25,36.75,839,Arabic (Tunisian),Tunisian Arabic,,N Africa,Africa,Africa,N Africa,0,0,Afro-Asiatic [afro1255],aeb,Tunisian Arabic [tuni1259][aeb]
tuni1262,11.299621,32.863859,0,,Tunisian-Zuwara Berber,,N Africa,Africa,Africa,N Africa,0,0,Afro-Asiatic [afro1255],'Tunisian-Zuwara Berber [tuni1262]',Tunisian-Zuwara Berber [tuni1262]
tunj1244,115.883,-0.29048,0,,Tunjung,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],tjg,Tunjung [tunj1244][tjg]
tunn1238,43.6847,1.06167,0,,Tunni,,S Africa,Africa,Africa,S Africa,0,0,Afro-Asiatic [afro1255],tqq,Tunni [tunn1238][tqq]
tunz1235,10.2166,9.42456,0,,Tunzu,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],dza,Tunzu [tunz1235][dza]
tuot1238,10.6592,4.65626,0,,Tuotomb,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ttf,Tuotomb [tuot1238][ttf]
tupa1250,-62.2544,-11.8884,0,,Tupar,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],tpr,Tuparí [tupa1250][tpr]
tupi1272,-40.4167,-19,0,,Tupinikin,,SE South America,S America,S America,SE South America,0,0,Bookkeeping [book1242],tpk,Tupinikin [tupi1272][tpk]
tupi1273,-42.106389,-22.807778,0,,Tupinamb,,SE South America,S America,S America,SE South America,0,0,Tupian [tupi1275],tpn,Tupinambá [tupi1273][tpn]
tupi1274,-36,-6,803,Tupi,Tup,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],tpw,Tupí [tupi1274][tpw]
tupu1244,14.75,10.17,2636,Tupuri,Tupuri,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],tui,Tupuri [tupu1244][tui]
tura1265,149.567,-9.83576,0,,Turaka,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Dagan [daga1274],trh,Turaka [tura1265][trh]
turi1246,84.4712,22.0122,0,,Turi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Austroasiatic [aust1305],trd,Turi [turi1246][trd]
turi1247,-49.5,-2,0,,Turiwra,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],twt,Turiwára [turi1247][twt]
turk1288,34,39,2618,Trk Isaret Dili,Turkish Sign Language,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Sign Language [sign1238],tsm,Turkish Sign Language [turk1288][tsm]
turk1303,50,35,670,Khalaj,Turkic Khalaj,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Turkic [turk1311],klj,Turkic Khalaj [turk1303][klj]
turk1304,58,40,2534,Turkmen,Turkmen,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],tuk,Turkmen [turk1304][tuk]
turk1306,-4.92082,10.7114,0,,Turka,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],tuz,Turka [turk1306][tuz]
turk1308,35.5,3,2641,Turkana,Turkana,,S Africa,Africa,Africa,S Africa,0,0,Nilotic [nilo1247],tuv,Turkana [turk1308][tuv]
turk1310,-71.7451,21.8078,0,,Turks And Caicos Creole English,,Mesoamerica,C America,C America,Mesoamerica,0,0,Indo-European [indo1319],tch,Turks And Caicos Creole English [turk1310][tch]
turo1239,42.1451,37.2275,0,,Turoyo,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Afro-Asiatic [afro1255],tru,Turoyo [turo1239][tru]
turu1249,92.2676,26.3441,0,,Turung,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Tai-Kadai [taik1256],try,Turung [turu1249][try]
turu1250,142.568,-7.93238,0,,Turumsa,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Doso-Turumsa [doso1238],tqm,Turumsa [turu1250][tqm]
tusc1257,-77.5,36,2639,Tuscarora,Tuscarora,,E North America,E N America,E N America,E North America,0,0,Iroquoian [iroq1247],tus,Tuscarora [tusc1257][tus]
tute1247,-78.75,37.67,2626,Tutelo,Tutelo,,E North America,E N America,E N America,E North America,0,0,Siouan [siou1252],tta,Tutelo [tute1247][tta]
tuto1241,114.638,4.74327,0,,Tutong,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],ttg,Tutong [tuto1241][ttg]
tuts1235,96.5,27.5,3178,Tutsa,Tutsa Naga,,Southeast Asia,S/SE Asia,S/SE Asia,Indic,0,1,Sino-Tibetan [sino1245],tvt,Tutsa Naga [tuts1235][tvt]
tutu1241,167.218,-15.4913,0,,Tutuba,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],tmi,Tutuba [tutu1241][tmi]
tutu1242,-124.293,42.5563,0,,Tututni,,California,W N America,W N America,California,0,0,Athapaskan-Eyak-Tlingit [atha1245],tuu,Tututni [tutu1242][tuu]
tutu1243,-97.5597,16.154,0,,Tututepec Mixtec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],mtu,Tututepec Mixtec [tutu1243][mtu]
tuuu1240,102,36,2016,Mangghuer,Tu,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Mongolic [mong1329],mjg,Tu [tuuu1240][mjg]
tuva1244,176.12,-5.67,1274,Tuvalu,Tuvalu,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],tvl,Tuvalu [tuva1244][tvl]
tuva1244,179.17,-8.5,1467,Tuvaluan,Tuvalu,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],tvl,Tuvalu [tuva1244][tvl]
tuvi1240,95,52,387,Tuva,Tuvinian,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],tyv,Tuvinian [tuvi1240][tyv]
tuwa1242,142.095,-4.80315,0,,Tuwari,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Walio [wali1264],tww,Tuwari [tuwa1242][tww]
tuwa1243,121.113,16.6646,0,,Tuwali Ifugao,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],ifk,Tuwali Ifugao [tuwa1243][ifk]
tuwu1238,0.38008,7.31095,0,,Tuwuli,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bov,Tuwuli [tuwu1238][bov]
tuxa1239,-41.1666,-12.05,0,,Tux,,NE South America,S America,S America,NE South America,0,0,Tuxá [tuxa1239][tud],tud,Tuxá [tuxa1239][tud]
tuxi1238,-69.0167,-9.74999,0,,Tuxinwa,,NE South America,S America,S America,NE South America,0,0,Pano-Tacanan [pano1259],tux,Tuxináwa [tuxi1238][tux]
tuyu1244,-70.08,0.5,2634,Tuyuca,Tuyuca,,NE South America,S America,S America,NE South America,0,0,Tucanoan [tuca1253],tue,Tuyuca [tuyu1244][tue]
twan1247,-122.75,47.67,2644,Twana,Twana,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Salishan [sali1255],twa,Twana [twan1247][twa]
twen1241,6.77085,52.2926,0,,Twents,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],twd,Twents [twen1241][twd]
twen1242,11.7002,6.36656,0,,Twendi,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],twn,Twendi [twen1242][twn]
tyap1238,8.17,9.92,1713,Gworok,Tyap,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kcg,Tyap [tyap1238][kcg]
tyar1236,130.33,-13,2730,Tyeraity,Tyaraity,,N Australia,Australia,Australia,N Australia,0,0,Northern Daly [nort1547],woa,Tyaraity [tyar1236][woa]
tzel1254,-92.25,16.83,804,Tzeltal,Tzeltal,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzh,Tzeltal [tzel1254][tzh]
tzel1254,-92,16.92,2651,Tzeltal (Bachajn),Tzeltal,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzh,Tzeltal [tzel1254][tzh]
tzel1254,-92.5,16.42,1433,Tzeltal (Aguacatenango),Tzeltal,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzh,Tzeltal [tzel1254][tzh]
tzel1254,-92.33,16.67,1434,Tzeltal (Tenejapa),Tzeltal,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzh,Tzeltal [tzel1254][tzh]
tzot1259,-92.67,16.5,2652,Tzotzil,Tzotzil,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzo,Tzotzil [tzot1259][tzo]
tzot1259,-92.83,16.83,2655,Tzotzil (Zinacantn),Tzotzil,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzo,Tzotzil [tzot1259][tzo]
tzot1259,-92.83,17,2654,Tzotzil (San Andrs),Tzotzil,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzo,Tzotzil [tzot1259][tzo]
tzut1248,-91.33,14.67,388,Tzutujil,Tz'utujil,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],tzj,Tz\utujil [tzut1248][tzj]
uabm1237,124.5,-9.67,2589,Timorese,Uab Meto,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],aoz,Uab Meto [uabm1237][aoz]
uain1239,-68.435669,-2.676394,0,,Uainuma-Mariate,,NE South America,S America,S America,NE South America,0,0,Arawakan [araw1281],'Uainuma-Mariate [uain1239]',Uainuma-Mariate [uain1239]
uamu1236,-38.75,-8.49999,0,,Uamu,,NE South America,S America,S America,NE South America,0,0,Unclassifiable [uncl1493],uam,Uamué [uamu1236][uam]
uare1241,147.687,-9.69571,0,,Uare,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Kwalean [kwal1257],ksj,Uare [uare1241][ksj]
ubag1245,7.96439,5.72343,0,,Ubaghara,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],byc,Ubaghara [ubag1245][byc]
uban1243,9.2616,6.40906,0,,Ubang,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],uba,Ubang [uban1243][uba]
ubii1238,18.558,11.8006,0,,Ubi,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],ubi,Ubi [ubii1238][ubi]
ubir1237,149.396,-9.59044,0,,Ubir,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],ubr,Ubir [ubir1237][ubr]
ubyk1235,39.67,43.67,2656,Ubykh,Ubykh,Caucasus,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Abkhaz-Adyge [abkh1242],uby,Ubykh [ubyk1235][uby]
ucay1237,-73.1836,-9.49424,0,,Ucayali-Yura Ashninka,,NE South America,S America,S America,NE South America,0,0,Arawakan [araw1281],cpb,Ucayali-Yurúa Ashéninka [ucay1237][cpb]
udaa1238,8.06562,4.70196,0,,Uda,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],uda,Uda [udaa1238][uda]
udih1248,136.25,47.67,2657,Udihe,Udihe,,N Coast Asia,N-C Asia,N-C Asia,N Coast Asia,0,0,Tungusic [tung1282],ude,Udihe [udih1248][ude]
udii1243,47.27,41.08,389,Udi,Udi,Caucasus,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Nakh-Daghestanian [nakh1245],udi,Udi [udii1243][udi]
udmu1245,52.5,57.5,679,Udmurt,Udmurt,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Uralic [ural1272],udm,Udmurt [udmu1245][udm]
uduk1239,34.2293,9.16012,0,,Uduk,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Koman [koma1264],udu,Uduk [uduk1239][udu]
ufim1240,146.245,-6.05128,0,,Ufim,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],ufi,Ufim [ufim1240][ufi]
ugan1238,32.5,1,2659,Sign Language Ugandan,Ugandan Sign Language,,S Africa,Africa,Africa,S Africa,0,0,Sign Language [sign1238],ugn,Ugandan Sign Language [ugan1238][ugn]
ugar1238,36.03,35.6,2834,Ugaritic,,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Afro-Asiatic [afro1255],uga,Ugaritic [ugar1238][uga]
ughe1237,157.341,-8.45725,0,,Ughele,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],uge,Ughele [ughe1237][uge]
ugon1239,100.098,14.2408,0,,Ugong,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],ugo,Ugong [ugon1239][ugo]
uham1238,5.68537,7.38143,0,,Uhami,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],uha,Uhami [uham1238][uha]
uigh1240,98,43.6,611,Uighur,Uighur,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Turkic [turk1311],uig,Uighur [uigh1240][uig]
uiri1238,-63.76648,0.662461,0,,Uirina,,NE South America,S America,S America,NE South America,0,0,Arawakan [araw1281],'Uirina [uiri1238]',Uirina [uiri1238]
uisa1238,155.706,-6.55533,0,,Uisai,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,South Bougainville [sout2948],uis,Uisai [uisa1238][uis]
ujir1237,134.257,-5.69329,0,,Ujir,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],udj,Ujir [ujir1237][udj]
ukaa1243,6.03933,7.59722,0,,Ukaan,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kcf,Ukaan [ukaa1243][kcf]
ukhw1241,16.267,2.9095,0,,Ukhwejo,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],ukh,Ukhwejo [ukhw1241][ukh]
ukit1237,114.579,1.56623,0,,Ukit,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],umi,Ukit [ukit1237][umi]
ukpe1247,9.02603,6.52883,0,,Ukpe-Bayobiri,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ukp,Ukpe-Bayobiri [ukpe1247][ukp]
ukpe1249,8.10047,5.58316,0,,Ukpet-Ehom,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],akd,Ukpet-Ehom [ukpe1249][akd]
ukra1235,30.553,50.4111,0,,Ukrainian Sign Language,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Sign Language [sign1238],ukl,Ukrainian Sign Language [ukra1235][ukl]
ukra1253,33,49,2660,Ukrainian,Ukrainian,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Indo-European [indo1319],ukr,Ukrainian [ukra1253][ukr]
ukue1238,5.58213,7.48032,0,,Ukue,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],uku,Ukue [ukue1238][uku]
ukur1240,145.514,-4.94407,0,,Ukuriguma,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],ukg,Ukuriguma [ukur1240][ukg]
ukwa1238,7.96002,5.59913,0,,Ukwa,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ukq,Ukwa [ukwa1238][ukq]
ukwu1241,6.48559,5.78892,0,,Ukwuani-Aboh-Ndoni,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ukw,Ukwuani-Aboh-Ndoni [ukwu1241][ukw]
ulau1237,142.845,-3.32876,0,,Ulau-Suain,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],svb,Ulau-Suain [ulau1237][svb]
ulch1241,140.33,52.25,2663,Ulcha,Ulch,,N Coast Asia,N-C Asia,N-C Asia,N Coast Asia,0,0,Tungusic [tung1282],ulc,Ulch [ulch1241][ulc]
ulit1238,139.58,9.92,2664,Ulithian,Ulithian,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],uli,Ulithian [ulit1238][uli]
ulla1237,77.0906,9.46719,0,,Ullatan,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],ull,Ullatan [ulla1237][ull]
ulte1235,-96.05,17.36,0,,Ulterior-Mixe,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mixe-Zoque [mixe1284],'Ulterior-Mixe [ulte1235]',Ulterior-Mixe [ulte1235]
uluk1257,6.59202,6.4974,0,,Ulukwumi,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ulb,Ulukwumi [uluk1257][ulb]
ulum1237,118.994,-3.00933,0,,Ulumanda',,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],ulm,Ulumanda\ [ulum1237][ulm]
ulwa1239,-83.5815,12.9323,0,,Ulwa,,Mesoamerica,C America,C America,Mesoamerica,0,0,Misumalpan [misu1242],ulw,Ulwa [ulwa1239][ulw]
umaa1242,120,-1.83,2328,Uma,Uma,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],ppk,Uma [umaa1242][ppk]
umal1238,116.5,3.25,0,,Uma' Lung,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],ulu,Uma\ Lung [umal1238][ulu]
umal1239,114.205,2.14141,0,,Uma' Lasan,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],xky,Uma\ Lasan [umal1239][xky]
uman1240,149.658,-9.89671,0,,Umanakaina,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Dagan [daga1274],gdn,Umanakaina [uman1240][gdn]
umat1237,-118.5,45.67,2666,Sahaptin (Umatilla),Umatilla,,Basin and Plains,E N America,W N America,Basin and Plains,1,0,Sahaptian [saha1239],uma,Umatilla [umat1237][uma]
umbi1243,143.328,-13.921,0,,Umbindhamu,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],umd,Umbindhamu [umbi1243][umd]
umbu1235,131.825,-12.9325,0,,Umbugarla,,N Australia,Australia,Australia,N Australia,0,0,Umbugarla [umbu1235][umr],umr,Umbugarla [umbu1235][umr]
umbu1256,143.63,-14.2588,0,,Umbuygamu,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],umg,Umbuygamu [umbu1256][umg]
umbu1257,15,-12.5,2042,Umbundu,Umbundu,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],umb,Umbundu [umbu1257][umb]
umbu1258,144,-6,2667,Kaugel,Umbu-Ungu,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],ubu,Umbu-Ungu [umbu1258][ubu]
umed1238,141.157,-3.34565,0,,Umeda,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Border [bord1247],upi,Umeda [umed1238][upi]
umes1235,17.3,65.32,704,Saami (Ume),Ume Sami,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Uralic [ural1272],sju,Ume Sami [umes1235][sju]
umii1235,125.00061,-16.559333,0,,Umiida-Unggarangu,,N Australia,Australia,Australia,N Australia,0,0,Worrorran [worr1236],'Umiida-Unggarangu [umii1235]',Umiida-Unggarangu [umii1235]
umir1236,121.508,14.8757,0,,Umiray Dumaget Agta,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],due,Umiray Dumaget Agta [umir1236][due]
umon1238,8.10335,5.37438,0,,Umon,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],umm,Umon [umon1238][umm]
umot1240,-57.4192,-15.5929,0,,Umotna,,NE South America,S America,S America,NE South America,0,0,Bororoan [boro1281],umo,Umotína [umot1240][umo]
umpi1239,143.5,-13.5,3179,Umpila,Umpila,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],ump,Umpila [umpi1239][ump]
unaa1239,140,-4.67,573,Una,Una,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],mtg,Una [unaa1239][mtg]
unam1242,-98.3201,35.0264,0,,Unami,,Basin and Plains,E N America,E N America,Basin and Plains,0,0,Algic [algi1248],unm,Unami [unam1242][unm]
unde1235,119.673,-0.85876,0,,Unde Kaili,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],unz,Unde Kaili [unde1235][unz]
unea1237,149.12,-4.9,971,Bali-Vitu,Uneapa,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],bbn,Uneapa [unea1237][bbn]
unem1238,6.13427,6.97237,0,,Uneme,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],une,Uneme [unem1238][une]
unse1236,152.183,-4.19566,0,,Unserdeutsch,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Indo-European [indo1319],uln,Unserdeutsch [unse1236][uln]
unua1237,167.599,-16.2638,0,,Unua,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],onu,Unua [unua1237][onu]
uokh1238,5.97783,7.00611,0,,Uokha,,African Savannah,Africa,Africa,African Savannah,0,0,Bookkeeping [book1242],uok,Uokha [uokh1238][uok]
uppe1235,48.48,36.66,2922,Tarom,Upper Taromi,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Indo-European [indo1319],tov,Upper Taromi [uppe1235][tov]
uppe1275,-97.8436,20.2957,0,,Upper Necaxa Totonac,,Mesoamerica,C America,C America,Mesoamerica,0,0,Totonacan [toto1251],tku,Upper Necaxa Totonac [uppe1275][tku]
uppe1395,14.5,51.83,2716,Sorbian (Upper),Upper Sorbian,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],hsb,Upper Sorbian [uppe1395][hsb]
uppe1400,12.692,51.152,0,,Upper Saxon,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],sxu,Upper Saxon [uppe1400][sxu]
uppe1406,107.056,16.1865,0,,Upper Ta'oih,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],tth,Upper Ta\oih [uppe1406][tth]
uppe1424,121.202,17.2143,0,,Upper Tanudan Kalinga,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Bookkeeping [book1242],kgh,Upper Tanudan Kalinga [uppe1424][kgh]
uppe1427,116.901,5.31911,0,,Upper Kinabatangan,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],dmg,Upper Kinabatangan [uppe1427][dmg]
uppe1430,138.901,-3.94368,0,,Upper Grand Valley Dani,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],dna,Upper Grand Valley Dani [uppe1430][dna]
uppe1437,-141.37,62.6867,0,,Upper Tanana,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Athapaskan-Eyak-Tlingit [atha1245],tau,Upper Tanana [uppe1437][tau]
uppe1438,-157,63,1838,Kuskokwim (Upper),Upper Kuskokwim,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Athapaskan-Eyak-Tlingit [atha1245],kuu,Upper Kuskokwim [uppe1438][kuu]
uppe1439,-123,46.58,1148,Chehalis (Upper),Upper Chehalis,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Salishan [sali1255],cjh,Upper Chehalis [uppe1439][cjh]
uppe1455,-15,12,2325,Guinea Bissau Crioulo,Upper Guinea Crioulo,,African Savannah,Africa,Africa,African Savannah,0,0,Indo-European [indo1319],pov,Upper Guinea Crioulo [uppe1455][pov]
urad1238,142.42,-11.92,391,Uradhi,,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],'Uradhic [urad1238]',Uradhic [urad1238]
urad1239,142.135,-12.0679,0,,Uradhi,,N Australia,Australia,Australia,N Australia,0,0,Bookkeeping [book1242],urf,Uradhi [urad1239][urf]
urak1238,98.33,8,2675,Urak Lawoi',Urak Lawoi',,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],urk,Urak Lawoi\ [urak1238][urk]
ural1274,76.95,9.86,2911,Urali,Urali,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],url,Urali [ural1274][url]
urap1239,141.54,-5.08704,0,,Urapmin,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],urm,Urapmin [urap1239][urm]
urap1240,151.953,-4.64226,0,,Ura (Papua New Guinea),,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Baining [bain1263],uro,Ura {Papua New Guinea} [urap1240][uro]
urar1245,44.3833,35.0333,0,,Urartian,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Hurro-Urartian [hurr1239],xur,Urartian [urar1245][xur]
urar1246,-75,-4,392,Urarina,Urarina,,NE South America,S America,S America,NE South America,0,0,Urarina [urar1246][ura],ura,Urarina [urar1246][ura]
urat1244,142.83,-3.67,3180,Urat,Urat,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],urt,Urat [urat1244][urt]
urav1235,169.08,-18.67,2678,Ura,Ura (Vanuatu),,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],uur,Ura {Vanuatu} [urav1235][uur]
urdu1245,67,25,2671,Urdu,Urdu,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],urd,Urdu [urdu1245][urd]
urho1239,6,5.58,2673,Urhobo,Urhobo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],urh,Urhobo [urho1239][urh]
urig1240,145.507,-5.58982,0,,Urigina,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],urg,Urigina [urig1240][urg]
